Name,Operator,Type,Pipeline,Status,States,Regions,Authority,Docket,Updated,Completed,Year,Cost,Miles,Capacity,Diameter
Hutchinson Pipeline Project,Hutchinson Utilities Inc,New Pipeline,Intrastate,Completed,MN,Midwest,State,na,6/26/09,2003,2003,27,89,60,"16,12"
Questar Kern Expansion,Questar Pipeline,Expansion,Interstate,Completed,WY,Central,FERC,na,6/26/09,2003,2003,1,,150,
Paiute Carson Lateral Upgrade,Paiute Pipeline,Expansion,Interstate,Completed,NV,Western,FERC,CP03-31,6/26/09,2003,2003,11,15,6,20
FGT Phase V Stage 4,Florida Gas Trans Co,Expansion,Interstate,Completed,"MS,AL,FL",Southeast,FERC,CP00-40,6/26/09,2003,2003,132,136,130,"24,36,16"
KR Mainline 2003 System Expansion,Kern River Gas Transmission,Expansion,Interstate,Completed,"WY,UT,NV,CA","Central,Western",FERC,CP01-422,6/26/09,2003,2003,1260,716,900,36
Saltville Storage Lateral,Saltville Gas Storage Co,Lateral,Interstate,Completed,VA,Northeast,FERC,CP04-13,6/26/09,2003,2003,5,7,550,24
Questar Southern System Expansion,Questar Pipeline,Expansion,Interstate,Completed,CO,Central,FERC,na,6/26/09,2003,2003,4,,90,
Dominion Ellisburg-Liedy Expansion,Dominion Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP02-44,6/26/09,2002,2003,10,,127,
Questar Overthrust Tie Line 112,Questar Pipeline,Expansion,Interstate,Completed,"UT,WY",Central,FERC,CP03-36,6/26/09,2003,2003,13,17,217,24
Rio Bravo Lateral,Gasoducto del Rio,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",State,na,6/26/09,2003,2003,1,6,320,30
SCANA Elba Island Connection,SCG Pipeline Inc,New Pipeline,Interstate,Completed,"GA,SC",Southeast,FERC,CP02-57,6/26/09,2003,2003,36,18,185,20
SONAT South Sys Expansion II Phase 1*,Southern Natural Gas Co,Expansion,Interstate,Completed,"LA,MS,AL,GA","Southwest,Southeast",FERC,CP02-01,6/26/09,2003,2003,70,68,192,"24,20,16"
Tenneco Can-East/Leidy Extn,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"PA,NY",Northeast,FERC,CP02-46,6/26/09,2003,2003,10,,150,
SONAT South Sys Expansion I Phase 2,Southern Natural Gas Co,Expansion,Interstate,Completed,"MS,AL,SC,GA",Southeast,FERC,CP00-233,6/26/09,2003,2003,86,41,196,"36,20"
Sierra Border Station,Sierra Production Co,Expansion,Interstate,Completed,"AB,MT","Canada,Central",FERC,CP01-416,6/26/09,2003,2003,0,2,24,6
Regent Border Station,Regent Resources Ltd,Expansion,Interstate,Completed,"AB,MT","Canada,Central",FERC,CP03-08,6/26/09,2003,2003,0,4,20,4
MidAmerican Des Moines Lateral,MidAmerican Energy Inc,Lateral,Intrastate,Completed,IA,Central,State,na,6/26/09,2003,2003,2,13,175,20
CIG Valley Line III (summer-time enhancement),Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP03-07,6/26/09,2003,2003,10,,50,
Niagara Mohawk Expansion,Niagara Mohawk Power Co,Lateral,Intrastate,Completed,NY,Northeast,State,na,6/26/09,2003,2003,2,9,200,24
CIG Valley Line II (winter-time enhancement),Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP03-07,6/26/09,2003,2003,13,,42,
Transco Momentum Phase I,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"LA,AL,MS,GA,SC,NC","Southwest,Southeast",FERC,CP01-388,6/26/09,2003,2003,164,42,262,"42,48"
FGT Phase VI Project,Florida Gas Trans Co,Expansion,Interstate,Completed,"AL,FL",Southeast,FERC,CP02-27,6/26/09,2003,2003,105,33,121,36
NorthCoast Gas Trans Compression Addition,Somerset Gas Transmission Inc,Expansion,Intrastate,Completed,OH,Northeast,State,na,6/26/09,2003,2003,2,,42,12
Maritimes & Northeast Phase III Expansion,Maritimes & Northeast Pipeline,Expansion,Interstate,Completed,MA,Northeast,FERC,CP01-4,6/26/09,2003,2003,134,25,230,"30,24"
CGT Rock Springs Expansion,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD",Northeast,FERC,CP02-142,6/26/09,2003,2003,29,9,263,"24,10"
NNG Project MAX Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP02-436,6/26/09,2003,2003,6,5,34,8
We Ixonia Lateral,We Energies Inc,Lateral,Intrastate,Completed,WI,Midwest,State,na,6/26/09,2003,2003,97,35,515,30
Transco Trenton-Woodbury Loop,Transcontinental Gas Pipeline,Lateral,Interstate,Completed,"NJ,PA",Northeast,FERC,CP02-204,6/26/09,2003,2003,33,10,49,"36,24"
Algonquin HubLine,Algonquin Gas Transmission,Expansion,Interstate,Completed,MA,Northeast,FERC,CP01-05,6/26/09,2003,2003,127,29,295,"30,24"
Eastern Shore 2003-5 Expansion Phase 1,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"PA,MD,DE",Northeast,FERC,CP03-80,6/26/09,2003,2003,1,,4,16
Wild Goose Lateral,Wild Goose Storage Inc,Lateral,Intrastate,Completed,CA,Western,State,na,6/26/09,2003,2003,20,25,700,30
South Mist Storage Link Phase IV,Northwest Natural Gas Co,Lateral,Intrastate,Completed,OR,Western,State,na,6/26/09,2003,2003,19,12,320,24
ETenn Patriot Extension I,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"VA,NC","Northeast,Southeast",FERC,CP01-415,8/31/09,2003,2003,225,95,315,"24,20"
West Texas Gas Export Expansion,West Texas Gas Co,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP02-382,6/26/09,2003,2003,0,1,9,12
WB Grasslands Project I,Williston Basin Interstate PL,New Pipeline,Interstate,Completed,"WY,MT,ND",Central,FERC,CP02-37,6/26/09,2003,2003,79,253,80,"16,8"
Shoshone Pipeline,Energy West Development Inc,Conversion,Interstate,Completed,"WY,MT",Central,FERC,CP03-02,6/26/09,2003,2003,0,34,14,6
SONAT North System Expansion,Southern Natural Gas Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP01-161,6/26/09,2003,2003,25,5,33,"24,20,16"
KM Midcon Roma Export Station,Kinder Morgan Texas Pipeline,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP96-583,6/26/09,2003,2003,1,0,375,30
NWPL Rockies Expansion,Northwest Pipeline Co,Expansion,Interstate,Completed,"WY,OR","Central,Western",FERC,CP01-438,6/26/09,2003,2003,139,91,175,"26,30"
KM Midcon Texas Pipeline Expansion,Kinder Morgan Texas Pipeline,New Pipeline,Interstate,Completed,TX,Southwest,FERC,CP96-140,6/26/09,2003,2003,32,9,375,30
NWPL Ridges Basin Dam Project,Northwest Pipeline Co,Expansion,Interstate,Completed,CO,Central,FERC,CP02-423,6/26/09,2003,2003,17,7,,26
NWPL Evergreen Expansion,Northwest Pipeline Co,Expansion,Interstate,Completed,WA,Western,FERC,CP02-04,6/26/09,2003,2003,241,26,268,36
Ninilchik Pipeline,Kenai Kachemak Pipeline LLC,New Pipeline,Intrastate,Completed,AK,Alaska,State,na,6/26/09,2003,2003,25,33,120,12
Tenneco South Texas Export,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP02-116/117,6/26/09,2003,2003,40,9,312,"30,24"
TPL 2002 Sys Expansion Phase I,Tuscarora Pipeline Co,Lateral,Interstate,Completed,"OR,CA,NV",Western,FERC,CP01-153,6/26/09,2002,2002,36,11,54,16
Guardian Pipeline Project,Guardian Pipeline Co,New Pipeline,Interstate,Completed,"IL,WI",Midwest,FERC,CP00-36,6/26/09,2002,2002,238,142,750,"36,16"
Decatur Power Lateral,MidCoast Pipeline Co,Lateral,Intrastate,Completed,AL,Southeast,State,na,6/26/09,2002,2002,23,50,160,30
El Paso Ductos De Nogales Project,El Paso Natural Gas,Lateral,Interstate,Completed,"AZ,MX","Western,Mexico",FERC,CP01-41,6/26/09,2002,2002,0,1,9,"16,6"
KR Kramer Junction Interconnect,Kern River Gas Transmission,Expansion,Interstate,Completed,CA,Western,FERC,CP02-15,6/26/09,2002,2002,2,,500,20
TW Bloomfield Station 02 Expansion,Transwestern Pipeline Co,Expansion,Interstate,Completed,NM,Southwest,FERC,CP02-134,6/26/09,2002,2002,0,,10,
KR Moapa Lateral,Kern River Gas Transmission,Lateral,Interstate,Completed,NV,Western,FERC,CP01-380,6/26/09,2002,2002,4,4,219,16
CGT Ohio 2002 Expansion,Columbia Gas Transmission,Expansion,Interstate,Completed,OH,Northeast,FERC,CP01-70,6/26/09,2002,2002,11,,140,
TETCO TIME Expansion (Incremental Market Area Expansion),Texas Eastern Transmission,Expansion,Interstate,Completed,"WV,NJ",Northeast,FERC,CP02-32,6/26/09,2002,2002,75,36,100,36
El Paso Line 2000 Project,El Paso Natural Gas,Conversion,Interstate,Completed,"TX,NM,AZ,CA","Southwest,Western",FERC,CP00-422,6/26/09,2002,2002,204,1088,230,30
Petal Gas Storage Extension,Petal Gas Storage LLC,Lateral,Interstate,Completed,MS,Southeast,FERC,CP01-69,6/26/09,2002,2002,94,59,680,36
El Paso Samalayuca Expansion,El Paso Natural Gas,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP93-253-004,6/26/09,2002,2002,,,100,24
MichCon Renaissance Line,Michigan Consolidated PL Co,Lateral,Intrastate,Completed,MI,Midwest,State,na,6/26/09,2002,2002,,9,110,20
CIG Valley Line Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP01-45,6/26/09,2002,2002,72,119,282,"20,24"
Tenneco Stagecoach Lateral,Tennessee Gas Pipeline Co,Lateral,Interstate,Completed,"NY,PA",Northeast,FERC,CP00-65,6/26/09,2002,2002,87,24,487,"30,24"
Transco MarketLink Phase II,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"NJ,NY",Northeast,FERC,CP98-540,6/26/09,2002,2002,120,30,127,42
SONATSouth Sys Expansion I Phase 1,Southern Natural Gas Co,Expansion,Interstate,Completed,"MS,AL,GA",Southeast,FERC,CP00-233,6/26/09,2002,2002,54,39,140,"36,24"
CIG Raton Basin 2002 Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,"CO,OK","Central,Southwest",FERC,CP02-06,6/26/09,2002,2002,22,54,47,"16,20"
PG&E-NW 2002 Expansion,Gas Transmission Northwest Co,Expansion,Interstate,Completed,"BC,OR,ID,CA","Canada,Western",FERC,CP01-141,6/26/09,2002,2002,129,21,207,42
KR Mainline 2002 System Expansion,Kern River Gas Transmission,Expansion,Interstate,Completed,"WY,UT,NV,CA","Central,Western",FERC,CP01-31,6/26/09,2002,2002,80,,,36
Missouri Interstate Gas Pipeline,Missouri Interstate Gas LLC,Conversion,Interstate,Completed,"IL,MO","Midwest,Central",FERC,CP02-399,6/26/09,2002,2002,13,6,20,12
El Paso Pinnacle West Lateral,El Paso Natural Gas,Lateral,Interstate,Completed,AZ,Western,FERC,CP01-90,6/26/09,2002,2002,6,6,620,"26,24,20"
FGT Phase V Stage 3,Florida Gas Trans Co,Lateral,Interstate,Completed,FL,Southeast,FERC,CP00-40,6/26/09,2002,2002,13,15,180,24
Tenneco Rhode Island Lateral Expansion,Tennessee Gas Pipeline Co,Lateral,Interstate,Completed,RI,Northeast,FERC,CP01-404,6/26/09,2002,2002,14,,100,12
TW Red Rock Expansion,Transwestern Pipeline Co,Expansion,Interstate,Completed,"NM,AZ,CA","Southwest,Western",FERC,CP01-115,6/26/09,2002,2002,93,,120,30
Transco Leidy East Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"PA,NJ,NY",Northeast,FERC,CP01-389,6/26/09,2002,2002,128,31,126,42
Transco Sundance Expansion,Transcontinental Gas Pipeline,Lateral,Interstate,Completed,"LA,AL,GA,SC,NC,VA","Southwest,Northeast",FERC,CP00-165,6/26/09,2002,2002,135,38,230,"42,48"
TETCO Hanging Rock Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,OH,Northeast,FERC,CP02-45,6/26/09,2002,2002,15,10,289,24
KMNT FPL Energy Plant,North Texas Pipeline Co,Lateral,Intrastate,Completed,TX,Southwest,State,na,6/26/09,2002,2002,70,86,300,30
NNG Beatrice Station Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,"NE,IA,MN","Central,Midwest",FERC,CP02-139,6/26/09,2002,2002,0,,90,24
CEGT Line J Expansion,Centerpoint Energy Gas Transmission,Expansion,Interstate,Completed,AR,Southwest,FERC,CP02-80,6/26/09,2002,2002,8,,105,
North Baja Pipeline Proj (US Portion),North Baja Pipeline LLC,New Pipeline,Interstate,Completed,"AZ,CA,MX","Western,Mexico",FERC,CP01-22/24/25,6/26/09,2002,2002,156,80,500,"36,30"
Eastern Shore 2002 Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"PA,MD,DE",Northeast,FERC,CP02-76,6/26/09,2002,2002,3,3,5,16
ETenn Murray Project,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"TN,GA",Southeast,FERC,CP01-80,6/26/09,2002,2002,69,27,160,20
TETCO Freehold Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,NJ,Northeast,FERC,CP02-17,6/26/09,2002,2002,28,13,25,36
Gulfstream Pipeline Phase 1,Gulfstream Natural Gas System,New Pipeline,Interstate,Completed,"MS,AL,GM,FL",Southeast,FERC,CP00-06,6/26/09,2002,2002,1257,560,1130,"36,30"
Eagle Pass Export Crossing,Tidelands Oil & Gas Corp,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP02-67,6/26/09,2003,2002,2,5,15,12
KR High Desert Lateral,Kern River Gas Transmission,Lateral,Interstate,Completed,CA,Western,FERC,CP01-405,6/26/09,2002,2002,29,32,275,24
SoCal Adelanto Lateral,Southern California Gas Co,Expansion,Intrastate,Completed,CA,Western,State,na,6/26/09,2002,2002,40,32,200,30
NGPL Indian Basin Expansion,Nat Gas P L Co of America,Expansion,Interstate,Completed,NM,Southwest,FERC,na,6/26/09,2002,2002,1,,60,20
NWPL Gray Harbor,Northwest Pipeline Co,Lateral,Interstate,Completed,WA,Western,FERC,CP01-361,6/26/09,2002,2002,124,49,160,20
Trailblazer 2002 System Expansion,Trailblazer Pipeline Co,Expansion,Interstate,Completed,"CO,KS,NE",Central,FERC,CP01-54,6/26/09,2002,2002,59,,324,36
Eastern North Carolina Sys,Eastern North Carolina PL Co,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/09,2002,2002,12,72,72,"12,6"
FGT Phase V Stages 1-2,Florida Gas Trans Co,Expansion,Interstate,Completed,"MS,AL,FL",Southeast,FERC,CP00-40,6/26/09,2002,2002,320,64,298,"24,36,16"
PG&E Redwood Path,Pacific Gas and Electric Co,Expansion,Intrastate,Completed,CA,Western,State,na,6/26/09,2002,2002,40,14,180,42
KM Horizon Pipeline Project,Kinder Morgan Energy Partners,New Pipeline,Interstate,Completed,"IL,WI",Midwest,FERC,CP00-129,6/26/09,2002,2002,75,29,380,36
GS Gulfstream Interconnect,Gulf South Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP02-407,6/26/09,2002,2002,,29,236,"30,24"
Dominion Possum Point Lateral,Dominion Transmission,Lateral,Intrastate,Completed,VA,Northeast,State,na,6/26/09,2002,2002,22,14,300,20
NGPL East St Louis Extension,Nat Gas P L Co of America,Expansion,Interstate,Completed,IL,Midwest,FERC,na,6/26/09,2002,2002,37,47,300,24
Questar Southern Trails Pipeline,Questar Pipeline,Conversion,Interstate,Completed,"NM,AZ,CA","Southwest,Western",FERC,CP99-163,6/26/09,2002,2002,100,405,87,16
WIG Medicine Bow Loop Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP00-471,6/26/09,2001,2001,160,155,675,36
SoCal 2001 Expansion,Southern California Gas Co,Expansion,Intrastate,Completed,CA,Western,State,na,6/26/09,2001,2001,15,,175,
Intrastate PL Link II,Tengasco Pipeline Co,New Pipeline,Intrastate,Completed,TN,Southeast,State,na,6/26/09,2001,2001,6,30,25,8
Trans-Union Interstate Pipeline Proj,Trans-Union Pipeline Co,New Pipeline,Interstate,Completed,"LA,AR",Southwest,FERC,CP00-47,6/26/09,2001,2001,45,42,427,30
NCPL Sandhills Pipeline Project,Progress Energy Corp,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/09,2001,2001,100,84,300,30
MidWest PSI Energy Lateral Project 2000 IL-IN Segm,Midwestern Gas Transmission Co,Lateral,Interstate,Completed,"IL,IN",Midwest,FERC,CP00-444,6/26/09,2001,2001,8,9,215,20
Eastern Shore 2001 Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"DE,MD",Northeast,FERC,CP01-65,6/26/09,2001,2001,12,6,19,16
Bay Gas Storage Extension,EnergySouth Gas Co,Lateral,Intrastate,Completed,AL,Southeast,State,na,6/26/09,2001,2001,,18,200,24
VNG Saltville Link P-25 Line,Virginia Gas Co,Lateral,Intrastate,Completed,VA,Northeast,State,na,6/26/09,2001,2001,15,72,30,20
Chinook Export,Chinook Pipeline Co,Expansion,Interstate,Completed,"MT,SK","Central,Canada",FERC,CP01-19,6/26/09,2001,2001,2,16,15,6
Hill-Lake Gas Storage Line,Falcon Gas Storage PL,Lateral,Intrastate,Completed,TX,Southwest,State,na,6/26/09,2001,2001,7,16,300,20
Tenneco Eastern Express 2000 Zone 6,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"MA,NY,CT",Northeast,FERC,CP99-262,6/26/09,2001,2001,28,,288,
DEFS Carney-Kingfisher Line,Duke Energy Field Services,Lateral,Intrastate,Completed,OK,Southwest,State,na,6/26/09,2001,2001,10,42,60,12
DEFS Goldsby-Mustang Line,Duke Energy Field Services,Lateral,Intrastate,Completed,OK,Southwest,State,na,6/26/09,2001,2001,3,,26,12
SONATSouth GA Expansion,Southern Natural Gas Co,Expansion,Interstate,Completed,"AL,GA",Southeast,FERC,CP01-35,6/26/09,2001,2001,6,7,17,16
ETenn Gateway Project,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,VA,Northeast,FERC,CP01-92,6/26/09,2001,2001,2,,4,12
FGT AE Cooperative Upgrade,Florida Gas Trans Co,Expansion,Interstate,Completed,"MS,AL",Southeast,FERC,CP00-40,6/26/09,2001,2001,7,0,80,"30,36"
Tenneco Texas Deepwater Link,Tennessee Gas Pipeline Co,New Pipeline,Interstate,Completed,GM,Gulf of Mexico,FERC,CP00-441,6/26/09,2001,2001,15,18,400,20
KR Mainline 2001 System Expansion,Kern River Gas Transmission,Expansion,Interstate,Completed,"WY,UT,NV,CA","Central,Western",FERC,CP01-106,6/26/09,2001,2001,81,922,135,36
Algonquin Fore River Electric Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,MA,Northeast,FERC,CP00-34,6/26/09,2001,2001,32,1,140,24
NNG Line C&D Line Expansion,Northern Natural Gas Co,Lateral,Interstate,Completed,MN,Midwest,FERC,CP98-132,6/26/09,2001,2001,8,6,40,30
Algonquin ANP Electric Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,MA,Northeast,FERC,CP98-100,6/26/09,2001,2001,5,1,107,14
Williams Blackwell-Cotton Valley Expansion,Williams Gas Pipelines Central,Lateral,Interstate,Completed,"KS,MO",Central,FERC,CP99-576,6/26/09,2001,2001,20,37,55,"20,16"
El Paso Willcox Lateral,El Paso Natural Gas,Expansion,Interstate,Completed,"AZ,MX","Western,Mexico",FERC,CP99-322/323,6/26/09,2001,2001,30,68,130,"20,16"
Ohio Valley Hub Line,Ohio Valley Hub LLC,Lateral,Interstate,Completed,IN,Midwest,FERC,CP01-129,6/26/09,2001,2001,,9,62,16
Transco MarketLink Phase I,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"PA,NJ,NY",Northeast,FERC,CP98-540,6/26/09,2001,2001,123,30,162,42
Bay Gas Storage Looping,EnergySouth Gas Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP02-229,6/26/09,2001,2001,,11,300,20
Williams Pleasant Hill Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,"KS,MO",Central,FERC,CP00-82,6/26/09,2001,2001,,2,88,24
ETenn Rocky Top Expansion,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,VA,Northeast,FERC,CP00-51,6/26/09,2001,2001,21,41,35,12
Transco Lateral Interconnect,Cove Point LNG Pipeline Co,Lateral,Interstate,Completed,VA,Northeast,FERC,CP01-156,6/26/09,2001,2001,11,2,1000,36
Questar MainLine 104 Expansion,Questar Pipeline,Expansion,Interstate,Completed,UT,Central,FERC,CP00-68,6/26/09,2001,2001,81,76,265,24
TETCO Liberty Expansion,Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP00-404,6/26/09,2001,2001,22,5,82,12
CIG Front Range Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP01-1,6/26/09,2001,2001,58,53,87,24
CIG Parachute Lateral Expansion,Colorado Interstate Gas Co,Lateral,Interstate,Completed,CO,Central,FERC,na,6/26/09,2001,2001,30,,58,
CIG Raton Basin Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,"CO,TX,OK,NM,TX","Central,Southwest",FERC,CP00-452,6/26/09,2001,2001,56,70,83,20
SONAT Wrens Station Expansion,Southern Natural Gas Co,Expansion,Interstate,Completed,GA,Southeast,FERC,CP00-231,6/26/09,2001,2001,6,,20,
NB Project 2000 IA-IL Segment,Northern Border Pipeline,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,CP99-21,6/26/09,2001,2001,33,,195,30
NB Project 2000 IL-IN Segment,Northern Border Pipeline,Expansion,Interstate,Completed,"IL,IN",Midwest,FERC,CP99-21,6/26/09,2001,2001,94,34,544,30
Lodi Storage Field Lateral,Lodi Storage Inc,Lateral,Intrastate,Completed,CA,Western,State,na,6/26/09,2001,2001,12,33,500,24
Viking System Integrity,Viking Gas Transmission Co,Expansion,Interstate,Completed,"SK,ND,MN","Canada,Midwest",FERC,CP01-61,6/26/09,2001,2001,4,6,,24
CGT Vicksburg Lateral,Columbia Gas Transmission,Lateral,Interstate,Completed,"LA,MS","Southwest,Southeast",FERC,CP01-28,6/26/09,2001,2001,20,37,285,20
NNG Peak Day 2000 V,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-25,6/26/09,2001,2001,2,15,20,16
Maritimes & Northeast 2001 Expansion,Maritimes & Northeast Pipeline,Expansion,Interstate,Completed,"NB,ME","Canada,Northeast",FERC,CP01-154,6/26/09,2001,2001,,,40,36
Semco Southern Plant Line,Semco Energy Co,Lateral,Intrastate,Completed,MI,Midwest,State,na,6/26/09,2001,2001,,5,120,
ANR Wisconsin Expansion IIB,ANR Pipeline,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP99-241,6/26/09,2001,2001,6,,40,46
NB Project 2000 MT-IA Segment,Northern Border Pipeline,Expansion,Interstate,Completed,"SK,ND,SD,IA,MN,IA","Canada,Central",FERC,CP99-21,6/26/09,2001,2001,1,,1,"42,36"
Algonquin/TETCO Lambertville Upgrade,Algonquin Gas Transmission,Expansion,Interstate,Completed,NJ,Northeast,FERC,CP01-111,6/26/09,2001,2001,7,,135,"30,26"
CNG Capstone Project,Dominion Transmission,Expansion,Interstate,Completed,"PA,NY",Northeast,FERC,CP00-64,6/26/09,2001,2001,64,14,,30
FGT Phase IV Project,Florida Gas Trans Co,Expansion,Interstate,Completed,"AL,FL",Southeast,FERC,CP99-94,6/26/09,2001,2001,262,139,200,"30,36"
Tenneco Concord Lateral Expansion,Tennessee Gas Pipeline Co,Lateral,Interstate,Completed,"MA,NH",Northeast,FERC,CP00-48,6/26/09,2001,2001,32,19,126,20
Palmetto Pipeline Project,Palmetto Pipeline Co,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/09,2001,2001,90,82,350,30
Algonquin Lake Road Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,CT,Northeast,FERC,CP99-271,6/26/09,2000,2000,5,2,140,16
ANR Wisconsin Expansion Il A,ANR Pipeline,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP99-241,6/26/09,2000,2000,24,12,109,30
ANR South Marsh Isle Lateral,ANR Pipeline,Lateral,Interstate,Completed,GM,Gulf of Mexico,FERC,CP99-618,6/26/09,2000,2000,10,10,225,16
Questar Fidlar Station Expansion,Questar Pipeline,Expansion,Interstate,Completed,UT,Central,FERC,CP00-41,6/26/09,2000,2000,3,,280,
Transco SouthCoast Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"AL,GA",Southeast,FERC,CP99-392,6/26/09,2000,2000,108,44,200,"48,42,24"
Alliance Project (US Portion),Alliance Pipeline LP,New Pipeline,Interstate,Completed,"SK,ND,MN,WI,IL","Canada,Midwest",FERC,CP97-168,6/26/09,2000,2000,1305,887,1325,36
Algonquin Tiverton Electric Expansion,Algonquin Gas Transmission,Lateral,Interstate,Completed,"CT,RI",Northeast,FERC,CP99-46,6/26/09,2000,2000,14,16,46,30
Alliance Project (Import Station),Alliance Pipeline LP,Expansion,Interstate,Completed,"SK,ND","Canada,Central",FERC,CP97-169,6/26/09,2000,2000,,1,1600,36
ANR LSP Electric Lateral,ANR Pipeline,Lateral,Interstate,Completed,"MS,TN",Southeast,FERC,CP98-801,6/26/09,2000,2000,0,15,235,20
Kings Ranch/Argulles Border Cross,Coral Energy Corp,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP99-564,6/26/09,2000,2000,0,0,300,24
GLT Security Loop Project Phase III,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,MI,Midwest,FERC,CP98-143,6/26/09,2000,2000,11,14,,12
WB Line Section 14 Expansion,Williston Basin Interstate PL,Expansion,Interstate,Completed,"WY,MT",Central,FERC,na,6/26/09,2000,2000,6,45,40,12
Eastern Shore 2000 Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"PA,MD,DE",Northeast,FERC,CP00-45,6/26/09,2000,2000,3,4,7,16
Paiute Carson Lateral Replacement,Paiute Pipeline,Expansion,Interstate,Completed,NV,Western,FERC,CP99-599,6/26/09,2000,2000,5,6,11,20
Vector Pipeline (U.S. Portion),Vector Pipeline,New Pipeline,Interstate,Completed,"IL,IN,MI,MI",Midwest,FERC,CP98-133/131,6/26/09,2000,2000,447,329,720,42
Vector Pipeline (Canada Portion),Vector Pipeline,Expansion,Interstate,Completed,"MI,ON","Midwest,Canada",NEB of Canada,na,6/26/09,2000,2000,24,15,720,42
WIG Medicine Bow 00 Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP99-624,6/26/09,2000,2000,12,6,120,24
Kings Ranch To Border Line,Coral Energy Corp,New Pipeline,Intrastate,Completed,TX,Southwest,State,na,6/26/09,2000,2000,45,103,300,24
NNG Peak Day 2000 IV,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-25,6/26/09,2001,2000,1,,21,
SDG&E Project Vecinos,San Diego Gas & Elec Co,Expansion,Interstate,Completed,"CA,MX","Western,Mexico",FERC,CP93-117,6/26/09,2000,2000,7,5,300,30
NNG Elk River Looping Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP99-191,6/26/09,2001,2000,13,15,23,16
TETCO Ironwood Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP99-621,6/26/09,2000,2000,6,4,117,16
Hungry Valley Lateral,Tuscarora Pipeline Co,Lateral,Interstate,Completed,"OR,CA,NV",Western,FERC,CP00-373,6/26/09,2000,2000,10,16,10,16
